OBS_ID EXTENSION START END MIDTIME EXP_TIME FILTER PA HELIO HELIO_V OBS_DIS PHASE RA DEC PX PY
00012130001 4 2019-11-01T17:37:26.000 2019-11-01T17:40:46.000 2019-11-01T17:39:06.000 196.622217104344 UVW1 110.013347405128 2.166858904981 -14.4559071 2.41702877074703 24.2302 156.09211 7.41577 439.6438905139512 773.9864927288194
00012130001 5 2019-11-01T17:40:49.000 2019-11-01T17:44:09.000 2019-11-01T17:42:29.000 196.622216987015 UVW1 110.013347405128 2.166839287564 -14.4551289 2.41699361719587 24.2303 156.09295 7.41427 436.9234971088259 769.1242689753878
00012130001 6 2019-11-01T17:44:12.000 2019-11-01T17:44:55.000 2019-11-01T17:44:33.500 42.6538033206499 UVW1 110.013347405128 2.166827256763 -14.4546517 2.41697304986451 24.2304 156.09348 7.41335 435.02276974079746 766.3427173135746
00012132001 1 2019-11-01T18:54:07.000 2019-11-01T18:55:55.000 2019-11-01T18:55:01.000 106.2978430713 U 109.977905269413 2.166418972749 -14.4384402 2.41619053937521 24.2403 156.11693 7.38458 441.894371628772 683.738265263532
00012133001 1 2019-11-01T18:56:21.000 2019-11-01T18:59:40.000 2019-11-01T18:58:00.500 196.622216987015 V 109.998126345516 2.166401646738 -14.4377516 2.41614944706173 24.2407 156.11773 7.38335 458.5458202065173 839.3835592774203
00012133001 2 2019-11-01T18:59:43.000 2019-11-01T19:02:55.000 2019-11-01T19:01:19.000 189.17302852564 V 109.998126345516 2.1663824878 -14.4369901 2.41610528316626 24.2411 156.11858 7.38197 456.2806425024217 833.3474499933543
00012134001 1 2019-11-01T19:03:18.000 2019-11-01T19:06:38.000 2019-11-01T19:04:58.000 196.622216987015 UVW1 110.001422066899 2.166361351496 -14.43615 2.41605847821026 24.2414 156.11949 7.38042 447.1132106541275 789.0683863929465
00012134001 2 2019-11-01T19:06:41.000 2019-11-01T19:10:01.000 2019-11-01T19:08:21.000 196.622197275723 UVW1 110.001422066899 2.166341760594 -14.4353712 2.41601715646149 24.2416 156.12031 7.37897 445.55424200434226 782.2214662348243
00012134001 3 2019-11-01T19:10:04.000 2019-11-01T19:13:24.000 2019-11-01T19:11:44.000 196.633082954064 UVW1 110.001422066899 2.166322170853 -14.4345924 2.41597797580305 24.2418 156.12113 7.3775 442.1656612673959 777.0549932581287
00012134001 4 2019-11-01T19:13:27.000 2019-11-01T19:16:47.000 2019-11-01T19:15:07.000 196.622217104344 UVW1 110.001422066899 2.166302582274 -14.4338135 2.41594098083473 24.242 156.12196 7.37601 440.1811227640658 771.5898403936882
00012134001 5 2019-11-01T19:16:49.000 2019-11-01T19:20:09.000 2019-11-01T19:18:29.000 196.622197275723 UVW1 110.001422066899 2.16628309134 -14.4330385 2.41590627516142 24.2421 156.1228 7.37452 437.59401332254146 766.3890285944847
00012134001 6 2019-11-01T19:20:12.000 2019-11-01T19:20:55.000 2019-11-01T19:20:33.500 42.6537637807368 UVW1 110.001422066899 2.166271078933 -14.4325608 2.41588586380103 24.2421 156.12333 7.3736 435.2153972032785 763.3126861501928
00012136001 1 2019-11-01T20:28:40.000 2019-11-01T20:30:56.000 2019-11-01T20:29:48.000 133.401651114029 U 110.044030420793 2.165870455088 -14.4166157 2.41511939087186 24.2519 156.14645 7.34532 321.9613044875182 762.7014946225831
00012140001 1 2019-11-01T22:04:28.000 2019-11-01T22:06:56.000 2019-11-01T22:05:42.000 145.118412906034 U 110.018743057913 2.165316319925 -14.3945155 2.41403364842717 24.2636 156.17627 7.30557 348.0143736808542 836.8994435270304
00012141001 1 2019-11-01T22:07:19.000 2019-11-01T22:10:39.000 2019-11-01T22:08:59.000 196.633063242772 V 109.988124507174 2.165297362639 -14.3937585 2.41398846305936 24.2641 156.17716 7.30422 475.22863940460536 798.0678219408537
00012141001 2 2019-11-01T22:10:42.000 2019-11-01T22:13:55.000 2019-11-01T22:12:18.500 190.345755832953 V 109.988124507174 2.165278165858 -14.3929918 2.41394401659096 24.2645 156.17801 7.30283 473.94519292529145 791.7170947572822
00012142001 1 2019-11-01T22:14:18.000 2019-11-01T22:17:38.000 2019-11-01T22:15:58.000 196.622216987015 UVW1 110.003064432205 2.16525704586 -14.3921483 2.41389702527498 24.2648 156.17892 7.30128 437.47369104794774 797.6506615149705
